"the_geom","nta2020","ntaname2020","comp2010ap","comp2010","comp2011","comp2012","comp2013","comp2014","comp2015","comp2016","comp2017","comp2018","comp2019","comp2020","comp2021","comp2022","comp2023","comp2024","cenunits20","filed","approved","permitted","withdrawn","inactive","Shape_Area","Shape_Length"
"MULTIPOLYGON (((1003059.9974365236 204572.02539062474, 1002991.3671875009 204510.55499267465, 1002956.7838134766 204480.4031982485, 1002508.9660034175 204096.46899413635, 1002156.0989990213 203750.60040282886, 1001777.6452026366 203361.23718261888, 1001752.9335902923 203326.67353497425, 1001726.3875152487 203293.49801051928, 1001698.0847954764 203261.80786100877, 1001668.1083984365 203231.69598388634, 1001636.5460966383 203203.25066497503, 1001603.4905136728 203176.5552815201, 1001569.0385498127 203151.68808930885, 1001533.2911987287 203128.7219848622, 1001299.8475952159 202985.63122558422, 1001182.584411623 202901.72399902067, 1001071.7247924815 202817.51159667986, 1000819.812438964 202651.0615844724, 1000577.9855957017 202438.76239013765, 1000464.521240236 202322.73199462966, 1000339.1669921884 202199.26458740767, 1000100.7651977529 202013.77319335798, 999862.8688354477 201837.41198730515, 999660.6448364226 201684.42340087978, 999328.6539916999 201438.97399902556, 998999.360412597 201167.09838867385, 998882.6314086905 201072.07519531035, 998755.1511840809 201057.31079101606, 998549.1871948242 201033.4567871107, 998516.818603514 201292.7114257792, 998421.5660400402 202066.94219970636, 998364.8734130871 202521.55059814555, 998146.572998047 202389.97302245605, 997930.4777832017 202217.23382568304, 997652.8240356438 202865.64758300746, 997417.3749999949 202767.83319091168, 997188.9146118162 202663.8635864296, 997049.1770019534 202600.7731933571, 996949.7775878924 202555.79638672402, 996785.3489990233 202491.25219727098, 996370.3728027329 202830.00500488072, 995969.192810059 203155.91339111503, 995851.9160156236 203199.3317871086, 995880.6708374021 203207.7819824217, 995907.6105956994 203288.58959961194, 995905.0130004896 203429.6705932628, 995814.9299926755 203477.36138915835, 995793.8901977543 203488.4999999956, 995773.2478027304 203562.25939941575, 995302.3814086904 203532.56658935768, 995257.7969970707 203761.52319337297, 995042.1771850599 203723.81878662162, 994889.2427978497 203731.27978515506, 994878.7618408216 203854.5513916062, 994888.5665893556 204021.23559570272, 994921.2496337896 204053.91918945045, 994943.5844116216 204274.38159180162, 995020.1489868147 204546.76959228705, 995054.6171874991 204765.64398193246, 995017.328796385 205068.66558837864, 994980.7463989225 205259.85760497724, 994980.2073974606 205295.57519531078, 994975.5001831042 205329.7767944276, 994940.1901855429 205582.40679931693, 994871.9169921875 205777.24359130792, 994865.2532348644 205795.85339355277, 994861.2536010752 205808.1561889635, 994849.5802001958 205844.0607910206, 994771.9688110356 206104.77618407996, 994708.4682006849 206299.7319946334, 994697.2088012684 206371.90460205462, 994686.9934081999 206472.29742431475, 994695.9075927746 206524.43640136562, 994689.4082031212 206557.4783935549, 994690.2949829116 206605.32159423773, 994702.2492065413 206712.2048339843, 994729.8410034195 206785.56439209162, 994756.1793823235 206879.9307861267, 994785.4150390581 206927.3193969721, 994806.218994139 206968.41503905613, 994847.0916137686 207019.7341918884, 994898.9089965804 207124.6843872088, 995005.5130004892 207278.9097900408, 995191.3099975556 207548.37799072478, 995193.4194335932 207551.4451904294, 995205.6242065406 207569.31604004125, 995218.0485839796 207585.68438720494, 995253.2390136726 207628.82379150364, 995269.0100097667 207647.35418701105, 995273.3699951171 207655.69738769147, 995275.3388061526 207658.80419921645, 995283.1271972631 207669.84399414744, 995294.2984008746 207684.5029907232, 995308.7308349615 207700.12298583923, 995313.7376098626 207707.41619873518, 995325.7290039023 207727.73419189648, 995334.8035888645 207740.42443847828, 995358.199401855 207771.3729858384, 995364.1735839858 207780.48699951632, 995376.4146118176 207801.54998779082, 995382.3693847673 207810.31298828023, 995386.1027832043 207814.6271972563, 995390.7452392591 207818.87579346352, 995396.0996093713 207822.98339843654, 995411.9755859358 207834.1578369123, 995416.5686035171 207837.99999999907, 995420.3381957995 207841.79260252812, 995427.7659912119 207850.87078857218, 995445.2233886735 207874.48278808806, 995450.5646362301 207880.75579833926, 995455.7712402341 207886.04418945214, 995481.870239257 207910.14202880725, 995500.9056396495 207926.99578857207, 995509.950988766 207935.49304199396, 995527.3984374967 207952.89459227436, 995559.160400389 207984.62359619729, 995566.7355957032 207991.14599609573, 995581.6470336876 208001.72979735787, 995587.2900390635 208006.09320068895, 995604.3439941409 208020.43719482073, 995615.2593994128 208030.41400145815, 995643.0607910169 208058.27484130865, 995658.2609863274 208074.42340088202, 995660.6365966783 208076.36859130854, 995663.523437501 208078.2026367178, 995673.5956420907 208083.16699218866, 995677.0700073227 208085.12219238334, 995686.7846069348 208092.02484131043, 995701.2891845654 208103.96398926814, 995711.7290039014 208116.15539550627, 995719.176391603 208123.9046020525, 995754.0646362309 208158.70819091925, 995762.0369873049 208166.91638183818, 995769.4581909186 208174.00299072644, 995785.1965942391 208187.9661865208, 995802.5718383786 208202.57598876941, 995822.0238037122 208218.21240235041, 995845.9182128896 208236.77203369804, 995900.2160034173 208279.62939453023, 995918.3952026357 208293.48779296875, 995929.4219970717 208302.12939453605, 995954.2318115236 208321.90618897078, 995967.5682373048 208332.4639892565, 995990.4617919921 208348.79638672498, 996014.5794067377 208364.88519287578, 996050.2615966816 208389.31103516073, 996123.2434082045 208435.64599609192, 996140.2810058541 208446.46319580224, 996177.6202392572 208471.21398925927, 996180.9732055677 208473.14959716977, 996185.5108032197 208476.02679443307, 996188.7883911118 208476.69940185916, 996192.869384767 208477.08319091905, 996227.5906372037 208482.79498291216, 996542.9606323258 208533.49383544788, 996544.3157958961 208533.6351928662, 996545.7330322257 208533.6351928662, 996550.0275878903 208534.04199218936, 996558.6691894545 208531.9552001938, 996573.2723999 208529.27459717012, 996665.8375854497 208548.21179198212, 996741.7102050782 208555.08538818435, 996773.6394042979 208560.76403808006, 996785.9523925799 208562.48004149695, 996799.2001953123 208563.5823974695, 996813.6426391591 208564.10418702255, 996830.1813964829 208564.074401855, 996846.001403809 208563.01458740383, 996875.154785156 208560.3837890607, 996887.8187866217 208559.34039306987, 996918.963806152 208556.65979003688, 996932.9696044906 208556.65979004616, 996943.8098144522 208556.52203369437, 996954.1278076175 208556.51239013832, 996963.6654052683 208554.27783204147, 996989.741394042 208547.87078857567, 997005.088989253 208544.89160156372, 997048.5700073229 208536.96478271324, 997070.0986328113 208534.13684081705, 997113.5925903332 208529.65838623, 997131.9589843767 208527.46398926692, 997172.7463989258 208521.50579833973, 997210.0100097659 208515.0292358386, 997295.7709960929 208494.0383911145, 997312.7434082031 208489.1719970737, 997323.6376342761 208485.86920166248, 997333.5986328094 208482.84918212797, 997352.7949829072 208478.09039307327, 997369.6422119142 208473.65142822196, 997397.843994141 208465.94464111712, 997445.1799926754 208452.3851928696, 997499.9993896459 208439.6127929693, 997502.5978393541 208439.00579834462, 997511.5382080075 208437.07019042948, 997522.5256347634 208434.42584228236, 997542.4927978495 208429.43579102107, 997546.8890380865 208428.16583251703, 997550.3178100596 208427.3489990255, 997555.0845947257 208425.93164062293, 997558.0339965835 208419.98339843776, 997559.2709960948 208418.57958984378, 997564.3070068335 208411.84399414403, 997565.8098144521 208410.34478759966, 997567.3583984391 208409.21258544744, 997569.5203857408 208408.05139160107, 997571.820007324 208407.09643554565, 997576.538208007 208405.9316406234, 997578.8115844739 208405.7546386726, 997580.986999511 208405.84643554248, 997583.0274047843 208406.20739745907, 997584.9105834967 208406.83398438184, 997584.9960327132 208406.87322998088, 997585.0745849627 208406.92279053395, 997585.1502075196 208406.97839355332, 997585.2160034163 208407.03759765785, 997585.2781982406 208407.10943603617, 997585.3374023422 208407.1849975564, 997585.4321899393 208407.3591919001, 997585.5043945316 208407.55938720625, 997585.5535888657 208407.79199219504, 997585.589782714 208408.34643554417, 997585.4913940434 208409.34698486014, 997584.8944091809 208412.20458983927, 997584.8156127939 208412.7723999003, 997584.8121948239 208413.1921997047, 997584.8384399432 208413.35302734582, 997584.8810424808 208413.4841918947, 997584.910583495 208413.54003906006, 997584.9436035143 208413.58923339183, 997584.9797973626 208413.62860107547, 997585.0223999015 208413.66479492135, 997585.0715942378 208413.69079589777, 997585.1238403314 208413.71398924847, 997585.1798095715 208413.7269897483, 997585.2420043962 208413.7333984359, 997585.380004882 208413.7269897483, 997585.5405883787 208413.69439696893, 997591.1343994158 208411.62438965042, 997603.6605834956 208406.489440921, 997630.1434326145 208395.95159912217, 997678.6835937487 208376.3187866208, 997927.2590332023 208286.54559326128, 997964.8115844735 208271.34204101522, 997977.3280029306 208266.57519530936, 997998.6994018542 208257.57238769342, 998045.2803955089 208234.53479003685, 998092.6690063427 208211.43438720927, 998115.7659912123 208199.21618652137, 998203.7644042922 208153.08758544258, 998249.0628051742 208129.84320068161, 998273.2615966785 208117.39898682182, 998311.9531860367 208097.50079345566, 998426.6215820292 208039.60363770093, 998490.8699951175 208006.6904296869, 998498.609802242 208002.72399902155, 998548.1929931602 207976.98919677958, 998626.4508056624 207934.52539062474, 998630.9222412064 207947.8453979485, 998635.0790405277 207960.2341918996, 998787.4313964794 207891.5430297853, 998881.8504028269 207850.62438965205, 998887.4212036125 207848.7348022449, 998892.8576049816 207846.43499755865, 998899.9111938457 207842.6946411145, 998911.2138061536 207835.48999022463, 998924.0288085905 207826.4249877957, 998927.6802368166 207823.45263672335, 998928.2839965796 207822.9014282287, 998936.1315917983 207815.74279785145, 998940.8693847662 207812.26483154506, 998946.5057983403 207809.1843872039, 998962.5292358401 207801.59259033823, 998976.5484008782 207792.73083495925, 998982.1292114244 207789.73223876915, 998987.1748046867 207787.77343750332, 998999.1860351562 207784.2305908289, 999004.4486083995 207782.3043823238, 999021.0986328115 207774.67340088054, 999044.1893920898 207762.5932006905, 999053.9921875006 207769.78143310605, 999069.7861938489 207763.4462280279, 999092.3317871077 207710.18499755292, 999031.6062011721 207558.9634399411, 999027.8967895505 207549.838989257, 998964.6351928723 207394.2430419991, 998937.6090087838 207322.54559325564, 998882.7088012713 207190.72180176596, 998886.3173828119 207145.40258788568, 998894.4401855422 207073.0932006874, 998914.3135986336 206895.90100097642, 998920.1943969721 206843.46899413937, 999049.681396485 206858.20520019424, 999042.851989747 206900.4025878881, 999010.4150390642 207164.39099120963, 999021.4862060549 207191.13519286882, 999059.9624023456 207281.14160156125, 999061.4558105478 207284.7651977599, 999063.4458007799 207289.38000488587, 999065.0184326163 207293.15460204962, 999068.6105956985 207301.62762451533, 999072.9667968755 207311.89398193842, 999079.3156127936 207326.8757934586, 999086.3998413099 207343.7543945284, 999092.3229980442 207357.71502684767, 999095.8066406242 207365.79638672236, 999104.1104125992 207385.36938476114, 999129.9306030278 207446.75720215, 999146.4559936494 207486.35058593654, 999167.3778076138 207499.74279785535, 999250.2218017573 207462.97558593543, 999333.9718017569 207649.00878906046, 999344.4725952144 207646.38323974272, 999347.9728393563 207641.13262939925, 999340.9724121076 207621.88079833673, 999376.850585936 207608.7546386715, 999381.2261962881 207621.88079833673, 999392.6022338839 207626.25659179562, 999434.6062011716 207611.3801879846, 999436.3563842745 207603.5040283234, 999431.105834961 207587.75299072455, 999470.4848022456 207569.37579345918, 999475.7354125968 207586.00244141134, 999482.735839843 207589.50299072434, 999492.3619995122 207585.12719727008, 999492.3619995087 207578.12658691287, 999421.5867919909 207386.9213867224, 999441.0390014665 207236.23278808928, 999483.1973876922 207217.846801758, 999484.6148071246 207225.8290405264, 999486.2882080071 207234.71398926075, 999490.5368041982 207255.31439209133, 999494.9168090804 207269.47723388768, 999503.0333862321 207292.77783203076, 999513.5910034174 207317.75518798706, 999524.0209960922 207340.92718505627, 999530.4580078105 207357.02319335876, 999537.5411987308 207377.8826293926, 999551.6588134771 207413.1452026367, 999555.1987915046 207420.8779907226, 999558.9387817399 207427.56439209526, 999564.3851928693 207434.90344238383, 999577.9609985314 207449.447387699, 999583.381042482 207456.23223877055, 999593.8864135732 207471.21240234582, 999599.4999999995 207479.7955932634, 999609.3193969725 207495.75299072397, 999611.97680664 207499.99523925103, 999616.9703979506 207507.9545898455, 999617.1343994145 207508.18438720854, 999617.3179931632 207508.3973999085, 999617.75439453 207508.7811889684, 999618.2825927725 207509.10278320138, 999618.9125976547 207509.37500000116, 999619.8671875019 207509.65399170067, 999623.1972045889 207510.2739868205, 999623.9877929683 207510.4808349603, 999624.6473999033 207510.72698975302, 999625.159240724 207510.9957885737, 999625.592407226 207511.30419922408, 999625.9500122059 207511.6655883741, 999626.238586422 207512.07238769726, 999626.3829956016 207512.3707885749, 999626.4682006837 207512.65924072434, 999626.4877929669 207512.80358886515, 999626.4943847671 207512.94464111608, 999626.4848022466 207513.0889892615, 999626.4584350573 207513.22698974074, 999626.4190063472 207513.36779785497, 999626.3663940378 207513.50579834348, 999626.2124023434 207513.78479003368, 999625.9957885748 207514.0602416973, 999625.7167968717 207514.3425903359, 999625.1525878899 207514.79199218788, 999624.3981933603 207515.2739868146, 999620.4871826158 207517.43280028985, 999619.6343994134 207518.04638672213, 999619.2998046849 207518.34478760435, 999619.0208129882 207518.64343261867, 999618.8041992203 207518.93218994024, 999618.6235961919 207519.24060058594, 999618.4796142592 207519.56878662182, 999618.3710327152 207519.92303466945, 999618.3021850573 207520.29418945085, 999618.2659912115 207520.6807861225, 999618.312194826 207521.51458740645, 999618.508789063 207522.40679932147, 999618.850036616 207523.34478759844, 999619.3323974613 207524.30279541158, 999619.9428100535 207525.25762940093, 999621.5043945306 207527.08843994173, 999622.393432615 207527.87902831548, 999623.3186035152 207528.54840087311, 999625.1426391609 207529.4537963847, 999626.4356079093 207529.72283935608, 999632.8099975599 207529.24719238165, 999635.8677978518 207528.67303467303, 999640.6646118152 207527.66839599382, 999650.5628051764 207524.59680175857, 999660.9509887693 207520.39843749322, 999679.6206054686 207510.88439941037, 999707.6387939465 207494.5543823202, 999963.462402344 207362.06243896115, 999987.3599853528 207350.02539062727, 1000000.0007934578 207341.6459960917, 1000017.4155883783 207330.10418701643, 1000044.6300048843 207312.9451904297, 1000062.0317993149 207302.58740235338, 1000079.6923828082 207292.67279052432, 1000090.3779907223 207286.95458984358, 1000214.4298095703 207217.272583014, 1000289.8496093749 207147.37463378342, 1000294.5903930676 207142.01379394345, 1000332.4280395523 207105.5831909226, 1000386.9487915054 207055.74420166397, 1000396.4110107408 207044.3237915062, 1000381.5390014603 207030.53424072353, 1000383.1300048815 207023.99218750562, 1000389.5408325148 207011.04278564983, 1000408.7896118119 206978.26403808844, 1000432.9495849599 206948.52319336546, 1000449.8196411149 206965.52459717487, 1000518.5397949223 206835.12438965077, 1000560.3179931652 206753.77319335565, 1000601.9782104507 206621.75219726368, 1000558.0082397476 206606.57519531206, 1000563.7891845716 206589.78399658154, 1000590.6986083942 206511.63439941304, 1000617.3981933612 206519.08178710722, 1000620.9805908218 206520.08239746315, 1000624.1928100585 206510.1221923828, 1000629.3193969739 206494.2170410211, 1000651.8008422849 206424.47259521388, 1000677.4406127919 206439.8923950191, 1000700.0256347653 206395.94238281043, 1000714.7636108366 206367.26300048814, 1000720.9902343764 206355.14520263468, 1000688.7890014647 206340.03363036917, 1000777.2106323243 206046.99279784833, 1000910.120605469 205713.00402831874, 1000930.8388061507 205660.94378661652, 1000949.4710083005 205629.1821899421, 1001179.968994142 205380.98419189375, 1001278.0986328133 205289.9144287143, 1001405.0997924797 205142.40478515657, 1001409.0696411096 205149.0845947263, 1001629.220031738 204986.64398193435, 1001678.1307983395 204946.37500000396, 1001730.1188354507 204916.5950317387, 1001755.410583498 204909.26239014234, 1001833.3303833004 204883.78338623056, 1001965.429992675 204834.65283203183, 1002089.2290039067 204787.1041870187, 1002095.1542358393 204784.93438720523, 1002189.4584350588 204750.40460205718, 1002262.220642086 204721.82519531265, 1002285.1408081041 204711.45422363054, 1002318.6279907223 204705.90319824783, 1002427.0244140581 204685.5744018544, 1002484.6633911143 204675.15759277498, 1002481.1907958973 204655.71319580072, 1002499.9992065432 204652.49780273347, 1002607.4003906265 204635.1946411166, 1002673.6896362277 204625.5751953106, 1002681.4884033178 204624.39398193732, 1002685.3497924812 204620.85418701137, 1002686.1404418951 204616.1724243158, 1002748.6304321294 204601.3331909161, 1002815.3554077152 204590.32263183463, 1002844.5686035162 204598.71502686074, 1002923.390808104 204579.5745849662, 1002984.0794067372 204566.9827880879, 1002989.8702392593 204567.6323852507, 1002997.0978393556 204574.95202637048, 1003001.2283935542 204580.28338623352, 1003059.9974365236 204572.02539062474)))","BK0101","Greenpoint","240","314","78","111","143","328","53","349","460","1,310","130","695","327","1,437","1,341","1,543","20,381","2,256","73","1,200","1,390","344","35,321,808.3909","28,919.5611508"
"MULTIPOLYGON (((995851.9156697545 203199.33172608254, 995969.192810087 203155.91339113362, 996370.3728027329 202830.00500488072, 996785.3489990375 202491.25219728492, 996949.7775879063 202555.79638671936, 997049.1770019676 202600.77319338036, 997188.9146118267 202663.8635864389, 997417.3750000161 202767.83319093956, 997652.8240356755 202865.6475830214, 997930.4777832193 202217.23382568304, 998146.5729980575 202389.97302247, 998364.8734130659 202521.55059814555, 998421.5660400544 202066.94219970636, 998516.8186035457 201292.71142580247, 998549.1871948242 201033.4567871107, 998755.1511840668 201057.31079101606, 998882.6314086764 201072.07519531035, 998768.3989868454 200977.60919190026, 998575.5682373064 200818.14538576055, 998510.1828003234 200765.4119873049, 998375.7557983256 200659.1828003057, 998251.6032104503 200549.99578858961, 998157.2811889808 200466.91778565472, 997793.4800415181 200150.9747925001, 997600.0762329105 199935.01879882932, 997526.2760009775 199868.2427978698, 997347.5657959145 199677.63598633016, 997181.5817871194 199476.31439210876, 997145.0723877111 199434.96258544532, 997209.3865966639 199433.32879638692, 997233.7139892551 199433.14819336956, 997270.718811065 199432.34759520908, 997304.2618408056 199431.68798828282, 997661.0000000015 199433.84039306585, 998285.1228027494 199434.38159179705, 998320.5032348766 199162.403991706, 998352.3764038094 198904.51739501904, 998385.03063965 198646.34838867208, 998418.8002319642 198378.14062500675, 998452.4581909181 198110.2767944303, 998484.8137817523 197852.6135864281, 997869.497009292 197775.07080080148, 997882.1279907511 197640.45159913175, 997901.429199214 197516.32159423316, 997929.5822143548 197285.76098633633, 997965.5338134627 197001.9689941535, 998000.1234131155 196733.0260009924, 998032.6329955921 196463.69219971646, 998047.2098388671 196303.3251953235, 997847.7514038087 196437.9017944551, 997811.9053955215 196463.3906250011, 997583.007995605 196626.1655883984, 997475.1307983361 196673.54779054224, 997415.3738403614 196698.39678956143, 997304.7637939616 196749.97119141973, 997175.8403930503 196806.7313842935, 996998.8460083001 196888.22900392168, 996576.0413818501 197074.9869995177, 996374.2145996075 197168.19580079618, 996248.0270385597 197226.56799318583, 996115.2716064744 197288.1821899447, 996093.2702026484 197298.3953857574, 996071.8464355636 197308.33642578707, 995920.8526001279 197378.4147949197, 995852.1091918901 197237.65759276945, 995787.9002075333 197104.9277954055, 995768.1658325478 196950.13519287057, 995561.5786132956 196979.08898926032, 995507.6282348627 196986.65039064214, 995357.0906372365 197006.39819335946, 995228.031005874 197022.76519775492, 995200.4418335265 197026.2637939463, 995022.7442016602 197048.7991943386, 994824.2308349902 197074.74780273534, 994749.0668334973 197084.78338622986, 994579.3692016739 197107.44079589308, 994430.9213867337 197123.48779296983, 994113.6722411975 197052.1033935812, 993995.7811889503 197022.867797857, 993695.3223877255 196946.33599855253, 993319.207641612 196858.0715942488, 993015.8027954396 196795.06579590845, 992808.7182006853 196873.8187866258, 992763.566589357 196891.14379882978, 992672.1286010729 197085.75823976006, 992609.3881836081 197222.52539061898, 992598.1307983813 197430.85638427743, 992583.3536377266 197695.78540039097, 992673.9352417289 198003.9291992407, 992676.5378418273 198048.777404786, 992654.2313843188 198067.30938721696, 992569.1556396337 198089.2565918, 992567.5447998167 198089.63903810096, 992565.9608154285 198090.12103272765, 992564.4097900528 198090.70080566444, 992562.8981933745 198091.37579347816, 992561.4312133656 198092.14361572536, 992560.0150146793 198093.00122071806, 992558.6547851546 198093.9451904306, 992556.1234131001 198096.07763673598, 992554.9620361335 198097.25762939782, 992552.8707885578 198099.8229980456, 992552.3989868265 198100.50341796747, 992551.5203857712 198101.90679932802, 992550.7305908506 198103.36199952604, 992550.0328369294 198104.8634033241, 992549.4299927066 198106.40539552193, 992548.9241943669 198107.98199463278, 992548.3518066701 198110.3981933571, 992548.0964355571 198112.03399658646, 992547.8931884886 198115.33758545242, 992548.0109863727 198117.81781005926, 992548.2178344876 198119.4603881836, 992549.2813952576 198123.79774117473, 992551.0555575921 198127.89605061768, 992553.4903183716 198131.63980972633, 992556.5170563309 198134.92350423528, 992560.0504657929 198137.6545864181, 992563.9909610408 198139.75608344248, 992568.2274830356 198141.1687666011, 992572.640629555 198141.85282081144, 992577.1060203449 198141.78896671627, 992581.4978027656 198140.97900391027, 992583.080596953 198140.49340821238, 992660.858642575 198132.15979004803, 992669.3786010725 198189.44378663646, 992629.5781860156 198200.10778810474, 992627.5015298121 198207.09080639086, 992626.5372918829 198214.31197606187, 992626.7089843565 198221.59521486025, 992626.9822387714 198223.76562502253, 992627.3568115372 198225.92102051867, 992627.8320312466 198228.0563964972, 992630.4454359721 198235.70707752902, 992634.3403886094 198242.7917192495, 992639.3999284372 198249.09757846958, 992645.472123738 198254.43529789368, 992652.3746337886 198258.6445922988, 992728.385192881 198291.90679933506, 992740.5158081352 198321.9827880857, 992592.5991821304 198412.08679198686, 992758.2241821435 198353.75360107343, 992779.1260376271 198402.10339355576, 992763.5732422011 198412.90319824027, 992779.4899902625 198472.27020265168, 992804.0762329404 198480.97259520984, 992817.6560059029 198519.6395874064, 992822.0875854947 198541.62078856764, 992876.0916137828 198743.26641846355, 992881.3008422983 198763.32080078026, 992895.1027831897 198770.63018800915, 992881.4451904396 198778.06219482518, 992888.9706421033 198820.79418945196, 992860.5184326315 198831.3973999015, 992864.9841918796 198847.66778565836, 992870.1604003896 198863.46319580165, 992872.9357910017 198871.31140138805, 992879.4348144819 198889.68640138116, 992888.3764037933 198909.54742432205, 992892.7276001119 198919.52020264088, 992897.5906372378 198937.01098633007, 992903.980041519 198954.46679687555, 992918.3746337891 198948.6583862438, 992921.0115966784 198947.59399416065, 992922.5212402503 198950.98260498757, 992936.6260376291 198991.15423584133, 992970.5010376136 198977.87139892424, 992983.0910034277 198972.84899903892, 992991.0566406546 198979.33898925938, 992990.1528320473 198989.80200195278, 992998.641601577 199020.77539064566, 992966.0892334145 199038.5708007801, 992980.764404325 199081.62579347126, 992885.7944335947 199120.60198974508, 993012.6249999835 199502.9660034386, 993118.6712036143 199815.89318847403, 993216.6569824214 200088.5889892796, 993297.1228027509 200312.52539064002, 993331.3641967904 200350.50378417427, 993325.9501953088 200380.7739868327, 993368.8284301895 200467.28839112737, 993328.3179931599 200495.79058837888, 993467.889038101 200769.4918213045, 993509.5419921991 200853.38220214637, 993519.0946045063 200870.83178712882, 993521.9930420204 200879.06140138753, 993526.2319946587 200877.57238769406, 993528.7813110666 200876.67620851903, 993532.8912353653 200883.86059570345, 993588.1091918785 200980.40319824425, 993615.0057983383 200961.40679931847, 993619.9862060696 200957.8894043117, 993635.6127929691 200975.71319581012, 993741.443603514 201116.17358398766, 993746.234985381 201122.6760254085, 993806.7385864254 201200.10699463365, 993918.9034423684 201312.20220949207, 993911.7109985504 201318.31500243698, 993908.2167968899 201321.48779297076, 993901.4407959001 201328.05920409958, 993888.783386229 201342.0596313499, 993884.35998538 201347.58721924984, 993881.5130005177 201351.3516235441, 993878.7488403459 201355.17742920123, 993876.0693970004 201359.0629882949, 993873.4754028573 201363.0060424942, 993867.3734130723 201373.10400390776, 993863.980590836 201379.3176269531, 993861.8328247076 201383.52038575837, 993858.7847900686 201389.9104004104, 993856.870239274 201394.22442628045, 993851.6987915161 201407.40344239792, 993850.1683959799 201411.86822509635, 993848.7363891469 201416.36560060203, 993846.7736206346 201423.1677856547, 993845.5895996087 201427.736633322, 993843.5230102492 201436.94659424052, 993842.6412353808 201441.5834350736, 993841.8612060853 201446.23858643937, 993840.6077881026 201455.59399415337, 993839.9370117198 201462.6417846714, 993839.6184081885 201467.3508300949, 993839.3339843886 201474.42480470467, 993839.2734375134 201479.1442260711, 993839.3164062466 201483.86383056678, 993839.4624023885 201488.5814209148, 993840.2788086224 201500.35144042963, 993841.7377929937 201512.0593872207, 993842.9197998202 201519.03961181574, 993843.3646240245 201521.35723877978, 993844.3302002094 201525.9772338912, 993844.851013212 201528.27899172227, 993845.561035187 201534.24218750565, 993850.0940649647 201561.31085476305, 993856.7162574693 201587.94556283928, 993865.3875861333 201613.9853240706, 993876.055639193 201639.27274687888, 993888.6559358254 201663.6549869536, 993903.1123163718 201686.98467125717, 993919.3374023392 201709.12078858976, 993942.775207536 201731.25579836045, 994096.2037963675 201607.1240234509, 994123.230407715 201644.74719238598, 994136.6119995101 201669.85339355288, 994105.0145874163 201694.85339356042, 994136.2645874028 201734.7839965808, 994118.9034423983 201754.92279053293, 994128.9540405271 201767.82598878865, 994152.904235871 201803.73242189208, 994162.3034057604 201817.020996108, 994173.0430298133 201832.2045898579, 994210.724609373 201885.41839599347, 994221.7276001123 201914.92718507367, 994229.5463867504 201935.8959960953, 994350.9639892722 202154.92700197117, 994356.788208006 202167.27679445068, 994384.7752075632 202162.08459473835, 994390.9718017727 202170.29638671922, 994515.5172119444 202335.3358154284, 994573.395996107 202468.17303468176, 994712.6965942375 202881.1221923819, 994717.7944336248 202894.95501709142, 994762.7406006166 203007.93218996003, 994780.8150024707 203048.59960937186, 994809.8707886032 203087.37298583842, 994812.1683960105 203090.4385986242, 994877.0260009769 203365.08239747735, 994750.9280395507 203469.8121948401, 994809.7228393715 203532.6619873081, 994849.0109863414 203499.26660157525, 994911.0927124168 203455.62033082725, 994945.4956054678 203480.51959228274, 995014.4906006026 203512.38800048848, 995217.2305908345 203457.64758302394, 995235.4776000973 203433.31878663428, 995681.0505981711 203249.18939208591, 995799.8442383116 203202.00878906107, 995851.9156697545 203199.33172608254)))","BK0102","Williamsburg","444","2,211","845","810","1,337","844","1,235","903","1,480","798","1,511","497","273","171","675","830","32,444","654","116","1,684","1,281","904","28,852,852.9133","28,134.0826611"
